Date,Open,High,Low,Close,Volume,RSI_7,RSI_14,MACD,Signal_Line,BB_upper,BB_lower,High-Low,High-Close,Low-Close,True_Range,ATR_14,Williams_%R
2010-07-27,1.3940000534057615,1.4119999408721924,1.3506669998168943,1.3700000047683716,9295500,49.05659670052512,72.77088914128967,-0.026652261562133628,-0.04900473219054867,1.6309618786795175,1.018571524240252,0.061332941055298074,0.015332937240600586,0.04600000381469749,0.061332941055298074,0.09995228052139285,-25.44904280937244
2010-07-28,1.3700000047683716,1.3933329582214355,1.3673330545425415,1.3813329935073853,7008000,33.78727210892973,68.23266496666434,-0.023373898158911777,-0.04387856538422129,1.5950013524462479,1.033398651463817,0.025999903678894043,0.023332953453063965,0.002666950225830078,0.025999903678894043,0.09252370255334041,-26.842105098048073
2010-07-29,1.3846670389175415,1.3919999599456787,1.3333330154418943,1.3566670417785645,9240000,51.02904036687527,65.94602818232272,-0.022506664882232075,-0.039604185283823444,1.5532054753757394,1.0519945292018975,0.0586669445037844,0.010666966438293457,0.047999978065490945,0.0586669445037844,0.09028562477656779,-35.51388718523253
2010-07-30,1.3466670513153076,1.3626669645309448,1.303333044052124,1.329332947731018,6403500,44.92738881564242,65.5209052183194,-0.02375121993270346,-0.036433592213599444,1.5351958333667324,1.05653746731915,0.0593339204788208,0.005999922752380371,0.05333399772644043,0.0593339204788208,0.08942847592490066,-43.17766686464358
2010-08-02,1.3666670322418213,1.3980000019073486,1.3553329706192017,1.3946670293807983,10771500,48.64874497840336,65.10873915140061,-0.01924379392972586,-0.03299563255682473,1.544791507361787,1.0584084991231981,0.04266703128814697,0.06866705417633057,0.026000022888183594,0.06866705417633057,0.08604755571910318,-29.621180834468674
2010-08-03,1.399999976158142,1.463333010673523,1.3880000114440918,1.463333010673523,18457500,58.91894634844154,62.36806953669315,-0.010015404178346898,-0.028399586881129164,1.5494254694863152,1.0927078379706552,0.07533299922943115,0.06866598129272461,0.006667017936706543,0.07533299922943115,0.08004755633217953,-9.230789545789166
2010-08-04,1.463333010673523,1.4786670207977295,1.3899999856948853,1.4173330068588257,13695000,53.82703621532722,57.469990150603536,-0.006340564601335252,-0.023987782425170384,1.533208006453697,1.1453252972839432,0.08866703510284424,0.015334010124206543,0.0733330249786377,0.08866703510284424,0.07447619949068347,-36.000049417748386
2010-08-05,1.4359999895095823,1.4366669654846191,1.3366669416427612,1.363332986831665,11943000,48.87886389724046,48.970714986883415,-0.007696853543434745,-0.020729596648823255,1.5248747121831947,1.1735918868043846,0.10000002384185791,0.019333958625793457,0.08066606521606445,0.10000002384185791,0.07490477391651704,-65.45465303863884
2010-08-06,1.340000033378601,1.343999981880188,1.301332950592041,1.305999994277954,11128500,39.02916821609903,36.848019855274,-0.013245331709837771,-0.019232743661026157,1.5097659185400036,1.2033006832132311,0.04266703128814697,0.01933300495147705,0.06200003623962402,0.06200003623962402,0.07166670901434767,-96.64177511129141
2010-08-09,1.3266669511795044,1.3320000171661377,1.296666979789734,1.3066669702529907,12190500,42.1711987857109,45.15240712236283,-0.017388279976563226,-0.018863850924133573,1.48131931996586,1.2487472774958404,0.03533303737640359,0.026000022888183594,0.009333014488219993,0.03533303737640359,0.06533334936414449,-94.50550098347654
2010-08-10,1.309999942779541,1.309999942779541,1.254667043685913,1.2686669826507568,19219500,40.808188304414244,42.282760354530055,-0.02346736062130894,-0.019784552863568648,1.469669665667773,1.2663303357627385,0.05533289909362793,0.003332972526550293,0.05199992656707764,0.05533289909362793,0.06261905602046425,-93.75002660921913
2010-08-11,1.246000051498413,1.2586669921875,1.190000057220459,1.1933330297470093,11964000,20.39205140305863,30.769193224767037,-0.033972284883772685,-0.022622099267609455,1.4886192902593511,1.2344473138780696,0.06866693496704102,0.009999990463256836,0.07866692543029785,0.07866692543029785,0.06333334105355401,-98.8453917672993
2010-08-12,1.1866669654846191,1.1933330297470093,1.1593329906463623,1.1733330488204956,10365000,0.22893866571517663,27.137552234387627,-0.04341093017888609,-0.026779865449864784,1.5058749456292078,1.2019249658698157,0.03400003910064697,0.0,0.03400003910064697,0.03400003910064697,0.06309527158737184,-95.61585773758682
2010-08-13,1.212000012397766,1.2300000190734863,1.1773329973220823,1.2213330268859863,9510000,16.590975684195683,34.43783080539394,-0.04648211066209673,-0.030720314492311177,1.508775189118666,1.1835580203959517,0.05266702175140403,0.05666697025299072,0.003999948501586692,0.05666697025299072,0.06142862354006088,-80.5845821661301
2010-08-16,1.2300000190734863,1.2533329725265503,1.21733295917511,1.2519999742507937,7287000,29.38283771117095,39.60047840556136,-0.04591222936300787,-0.03375869746645052,1.4941313418623081,1.1773351636651883,0.03600001335144021,0.031999945640563965,0.004000067710876243,0.03600001335144021,0.05961912870407103,-70.98117492817588
2010-08-17,1.2640000581741333,1.2933330535888672,1.2519999742507937,1.2766669988632202,6718500,43.82033533426189,40.98744897347484,-0.04297478502155694,-0.03560191497747181,1.4922039221134558,1.1715959836635217,0.04133307933807351,0.04133307933807351,0.0,0.04133307933807351,0.06071435553686956,-63.256653805032755
2010-08-18,1.305999994277954,1.305999994277954,1.2400000095367432,1.2513329982757568,9019500,39.44015713674073,40.940347783291635,-0.042204573290684166,-0.03692244664011428,1.4911122083778352,1.1630209922676116,0.06599998474121094,0.029332995414733887,0.03666698932647705,0.06599998474121094,0.061238144125257174,-71.19003960029386
2010-08-19,1.2359999418258667,1.2833329439163208,1.222000002861023,1.25266695022583,8686500,46.44973638463402,43.09733079030889,-0.04101375513183858,-0.03774070833845914,1.4831867885592769,1.1562131094929389,0.06133294105529785,0.031999945640563965,0.029332995414733887,0.06133294105529785,0.061380931309291245,-70.772310256058
2010-08-20,1.2433329820632937,1.27400004863739,1.2339999675750732,1.273332953453064,4440000,73.43731009886385,38.12005811673396,-0.03796481466297141,-0.037785529603361595,1.4700905865672023,1.1547093087193576,0.04000008106231667,0.021333098411559837,0.018666982650756836,0.04000008106231667,0.05933329037257597,-64.30071585146605
2010-08-23,1.2726670503616333,1.359333038330078,1.2666670083999634,1.3420000076293943,16321500,88.44962946657861,38.12018812265086,-0.02966568245634016,-0.03616156017395731,1.4630432627970393,1.1562899328893008,0.09266602993011452,0.08600008487701394,0.006665945053100586,0.09266602993011452,0.06057136399405335,-42.797509900073536
2010-08-24,1.2833329439163208,1.3140000104904177,1.2633329629898071,1.2799999713897705,10096500,62.57139733395461,36.96210903574655,-0.027771314730016483,-0.034483511085169144,1.4563554949990165,1.1539776973494635,0.050667047500610574,0.027999997138976607,0.07866704463958718,0.07866704463958718,0.05985707896096356,-56.49037200949431
2010-08-25,1.2773330211639404,1.3320000171661377,1.237333059310913,1.3266669511795044,7549500,64.97322112437809,46.469911086983714,-0.02224791923778957,-0.03203639271569323,1.4497513682916063,1.1551152198240857,0.09466695785522461,0.05200004577636719,0.04266691207885742,0.09466695785522461,0.05947614567620404,-16.33303968118666
2010-08-26,1.3259999752044678,1.3513330221176147,1.3066669702529907,1.3166669607162476,6507000,58.52267012371619,51.129968402153125,-0.018464655122854445,-0.029322045197125477,1.4457233583299083,1.155143221679552,0.04466605186462402,0.02466607093811035,0.019999980926513672,0.04466605186462402,0.058238003935132614,-21.333033720723606
2010-08-27,1.3166669607162476,1.324666976928711,1.2999999523162842,1.3133330345153809,5694000,64.57672361024854,50.70217907946092,-0.01555609011295589,-0.026568854180291562,1.4444287087172445,1.1548378799706522,0.024667024612426758,0.008000016212463379,0.01666700839996338,0.024667024612426758,0.05747614588056284,-22.99999642372208
2010-08-30,1.3133330345153809,1.3459999561309814,1.307332992553711,1.324666976928711,10992000,66.16757875531222,56.249946782014874,-0.012195890324502523,-0.023694261409133756,1.4344977275332318,1.157768855909456,0.03866696357727051,0.032666921615600586,0.006000041961669922,0.03866696357727051,0.056285721915108736,-17.333026568167938
2010-08-31,1.3106670379638672,1.3193329572677612,1.2886669635772705,1.2986669540405271,3016500,55.555654314842585,63.21067133931466,-0.011498346557398342,-0.021255078438786674,1.401808848237426,1.1739911295419625,0.030665993690490723,0.005334019660949707,0.03600001335144043,0.03600001335144043,0.05323808533804749,-30.33303491281634
