Date,Open,High,Low,Close,Volume,RSI_7,RSI_14,MACD,Signal_Line,BB_upper,BB_lower,High-Low,High-Close,Low-Close,True_Range,ATR_14,Williams_%R
2010-02-01,6.158999919891357,6.243000030517578,5.690999984741211,5.94350004196167,755488000,31.414869092705416,31.355930359390385,-0.14520482334442253,-0.1256312120454776,6.821867881623212,5.877682079466877,0.5520000457763672,0.027500152587890625,0.5795001983642578,0.5795001983642578,0.2446429048265729,-71.99112654667898
2010-02-02,5.939499855041504,5.948999881744385,5.71999979019165,5.906000137329102,461594000,39.914698101716034,33.789960456169325,-0.15893232161073456,-0.13229143395852902,6.792702912253012,5.827947045403849,0.22900009155273438,0.005499839782714844,0.22350025177001953,0.22900009155273438,0.24757146835327143,-76.15084870645723
2010-02-03,5.855999946594238,5.980500221252441,5.828000068664551,5.954999923706055,248118000,46.28148827220122,31.924863225653127,-0.1639674746541484,-0.1386266420976529,6.735024257719492,5.807675699174429,0.15250015258789062,0.07450008392333984,0.07800006866455078,0.15250015258789062,0.24432148252214697,-70.7154882911779
2010-02-04,5.932000160217285,6.016499996185303,5.787000179290772,5.796999931335449,255680000,40.48386187094624,30.38843656617945,-0.17864780791539925,-0.1466308752612022,6.7110556881696235,5.750094242784356,0.22949981689453036,0.06150007247924805,0.16799974441528231,0.22949981689453036,0.24650004931858596,-88.2418280498661
2010-02-05,5.794000148773193,5.882500171661377,5.704999923706055,5.869500160217285,220496000,34.02862160487864,33.92680442809534,-0.18233012702221174,-0.1537707256134041,6.687765121722957,5.710334825252752,0.17750024795532227,0.08550024032592773,0.09200000762939453,0.17750024795532227,0.24992864472525447,-80.19965269972278
2010-02-08,5.968999862670898,6.050000190734863,5.828000068664551,5.84149980545044,197804000,17.28307302865501,32.28138606989164,-0.1853709451981551,-0.1600907695303543,6.616166290361448,5.698483625333742,0.2220001220703125,0.18050003051757812,0.041500091552734375,0.2220001220703125,0.252678632736206,-83.30562583076215
2010-02-09,5.909999847412109,5.954500198364258,5.849999904632568,5.901500225067139,184460000,24.795113336638124,36.99228609076135,-0.18085450493696964,-0.16424351661167738,6.566325843300222,5.686924088035228,0.10450029373168945,0.11300039291381747,0.008500099182128018,0.11300039291381747,0.24603581428527818,-76.65000690263268
2010-02-10,5.900000095367432,5.930500030517578,5.800000190734863,5.868000030517578,124664000,41.39112203853181,34.368680339858244,-0.17792734355752238,-0.1669802820008464,6.540486055644355,5.662813895908989,0.13049983978271484,0.028999805450439453,0.10150003433227539,0.13049983978271484,0.24410724639892564,-80.36605639636028
2010-02-11,5.860499858856201,6.020999908447266,5.824999809265137,6.004499912261963,166870000,59.16275512965073,47.53314070239714,-0.16271744201216443,-0.16612771400311,6.486608284725048,5.671591645465992,0.1960000991821289,0.1529998779296875,0.043000221252441406,0.1960000991821289,0.23342868259974875,-65.22464234577376
2010-02-12,5.94950008392334,5.997000217437744,5.875,5.982999801635742,161470000,52.74507970641859,48.77218543714436,-0.15066163119880827,-0.16303449744224968,6.445803275065173,5.673946652455579,0.12200021743774414,0.00749969482421875,0.1294999122619629,0.1294999122619629,0.2278215544564382,-67.60956805387545
2010-02-16,6.002999782562256,6.025000095367432,5.859000205993652,5.876500129699707,178654000,58.6695800304926,46.48902295961119,-0.14799495403567686,-0.16002658876093512,6.403278382501228,5.668421570577995,0.1659998893737793,0.04200029373168945,0.12399959564208984,0.1659998893737793,0.22567868232727037,-79.42317264039717
2010-02-17,5.853499889373779,5.856500148773193,5.777500152587891,5.815499782562256,178896000,43.959702548139624,37.480565930486364,-0.1490852494312458,-0.15783832089499727,6.349445332893607,5.665754614463571,0.07899999618530273,0.019999980926513672,0.0989999771118164,0.0989999771118164,0.21657153538295187,-86.1897097350394
2010-02-18,5.791999816894531,5.92549991607666,5.741000175476074,5.90399980545044,196002000,56.157627599581325,33.581172959626656,-0.14118066138334573,-0.15450678899266698,6.30597682958179,5.670723094887204,0.18449974060058594,0.1100001335144043,0.07449960708618164,0.18449974060058594,0.21385720797947463,-76.37273793321945
2010-02-19,5.895500183105469,5.954500198364258,5.849999904632568,5.875999927520752,142312000,47.31858130197074,33.664598333618315,-0.13561232013925917,-0.15072789522198543,6.242452488041518,5.688747444056871,0.10450029373168945,0.05050039291381747,0.05399990081787198,0.10450029373168945,0.19378576959882451,-66.4855203916975
2010-02-22,5.868500232696533,5.948500156402588,5.809000015258789,5.9004998207092285,136146000,53.48336588911001,47.62429897087554,-0.12774981264080232,-0.14613227870574882,6.230675127739014,5.683424803977905,0.13950014114379883,0.07250022888183594,0.06699991226196289,0.13950014114379883,0.16235719408307744,-43.3334070472331
2010-02-23,5.9004998207092285,5.962500095367432,5.825500011444092,5.861999988555908,141364000,30.664855072463865,47.57173736500807,-0.12320510177941824,-0.1415468433204827,6.224702874944523,5.6740470487615315,0.13700008392333984,0.062000274658203125,0.07499980926513672,0.13700008392333984,0.1557857649666921,-54.492770048568254
2010-02-24,5.8979997634887695,5.989999771118164,5.857500076293945,5.986000061035156,147798000,50.31849906556059,51.58002593680674,-0.10834864045914205,-0.13490720274821458,6.225580993069711,5.674368939028678,0.13249969482421875,0.12799978256225586,0.004499912261962891,0.13249969482421875,0.15435716084071555,-18.550747873584346
2010-02-25,5.9085001945495605,5.916999816894531,5.792500019073486,5.909999847412109,190668000,53.802462881415366,56.28474833743692,-0.10153691554897915,-0.1282331453083675,6.200032608681247,5.67716732723184,0.12449979782104492,0.069000244140625,0.19350004196166992,0.19350004196166992,0.15178574834551123,-40.57977825016102
2010-02-26,5.894000053405762,5.971499919891357,5.849999904632568,5.920000076293945,114432000,63.41466699149522,53.01852052420665,-0.09424523913535499,-0.121435564073765,6.117419637575948,5.721630321606791,0.12150001525878906,0.06150007247924805,0.059999942779541016,0.12150001525878906,0.1477857317243303,-42.071232369371316
2010-03-01,5.934999942779541,6.232999801635742,5.876500129699707,6.227000236511231,265930000,76.56252328305362,67.27925193694895,-0.06296832615423753,-0.10974211648985951,6.099318014299644,5.735381950223671,0.35649967193603516,0.3129997253417969,0.04349994659423828,0.35649967193603516,0.15739284242902477,-1.2194247323602234
