Days_Since_Start,TSLA_Open,TSLA_High,TSLA_Low,TSLA_Close,TSLA_Volume,TSLA_RSI_7,TSLA_RSI_14,TSLA_MACD,TSLA_MACD_Signal,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Volume,AAPL_RSI_7,AAPL_RSI_14,AAPL_MACD,AAPL_MACD_Signal,GE_Open,GE_High,GE_Low,GE_Close,GE_Volume,GE_RSI_7,GE_RSI_14,GE_MACD,GE_MACD_Signal,QQQ_Open,QQQ_High,QQQ_Low,QQQ_Close,QQQ_Volume,QQQ_RSI_7,QQQ_RSI_14,QQQ_MACD,QQQ_MACD_Signal,NVDA_Open,NVDA_High,NVDA_Low,NVDA_Close,NVDA_Volume,NVDA_RSI_7,NVDA_RSI_14,NVDA_MACD,NVDA_MACD_Signal,UNH_Open,UNH_High,UNH_Low,UNH_Close,UNH_Volume,UNH_RSI_7,UNH_RSI_14,UNH_MACD,UNH_MACD_Signal,CAT_Open,CAT_High,CAT_Low,CAT_Close,CAT_Volume,CAT_RSI_7,CAT_RSI_14,CAT_MACD,CAT_MACD_Signal,AMZN_Open,AMZN_High,AMZN_Low,AMZN_Close,AMZN_Volume,AMZN_RSI_7,AMZN_RSI_14,AMZN_MACD,AMZN_MACD_Signal,NEE_Open,NEE_High,NEE_Low,NEE_Close,NEE_Volume,NEE_RSI_7,NEE_RSI_14,NEE_MACD,NEE_MACD_Signal,HD_Open,HD_High,HD_Low,HD_Close,HD_Volume,HD_RSI_7,HD_RSI_14,HD_MACD,HD_MACD_Signal
196,1.4246670007705688,1.4833329916000366,1.3946670293807983,1.4606670141220093,37297500.0,92.22019581330723,43.408793878138496,-0.064685047531575,-0.08339134848075719,7.519788169105098,7.519788169105098,7.210426143321925,7.390385150909424,1024478000,14.113249261828912,27.768931826293283,-0.0674227940769958,-0.02628550644264916,51.72717444648482,52.080499681838624,51.12651310910161,51.65650939941406,10239675,41.59990809990496,44.277189536532376,-0.9427854204100115,-1.2450605125724992,39.03469876699005,39.33314273309501,38.7099192446305,39.25414276123047,81800800,58.55269741337645,47.36839327186994,-0.146861506899846,-0.2961426390309522,0.2336275129897538,0.2407349015136239,0.2320225932389782,0.2398178279399871,798440000,53.55459594592133,42.417054166143,-0.01022716046230615,-0.012128498674435696,24.488627809141438,24.87427512918471,24.335976702724032,24.761795043945312,8575500,75.67587220959764,65.12067123996607,0.09718652633705815,-0.057158842731059756,44.548589316570165,45.15078625091167,43.99484728537995,44.8531494140625,6826400,63.23223906533204,52.445820756752035,0.6067241693753118,0.3756686750361792,5.919000148773193,6.037000179290772,5.849999904632568,5.997000217437744,100618000,63.24788530913918,53.103258479486875,-0.031805569410370715,-0.08621320616497853,8.676630285433395,8.737709886919113,8.6320584801118,8.711297035217285,4420400,81.72009168632015,78.6858116803161,0.11173913496264554,0.05985722355336485,19.27896501095324,19.34994821663321,19.05891829184816,19.21508026123047,17061600,25.22944487036922,25.954283416969943,-0.8022706738026386,-0.8249078067580882
197,1.4566669464111328,1.4566669464111328,1.3366669416427612,1.3533329963684082,27379500.0,71.26094939647716,39.206236953882936,-0.05820862951925876,-0.0783548046884575,7.309736121111379,7.61067179814165,7.222765629287458,7.580276966094971,1074950800,32.597983435721574,45.273935643443096,-0.06546732409765976,-0.034121869973651284,50.73786122751341,53.03448945817963,50.73786122751341,52.78715896606445,14038660,49.655331600932215,57.37185687072097,-0.8471557927960873,-1.1654795686172168,38.62214174778377,39.7281379699707,38.49925365070183,39.7281379699707,89061200,60.12644214041211,65.21730610965243,-0.09486617353883275,-0.2558873459325284,0.2336274991119281,0.2471544838415545,0.2315640426969066,0.2457788735628128,1160988000,57.93998300116238,53.10890408260237,-0.009263649426325127,-0.011555528824813583,25.187616086043025,25.30009617650036,24.29580527619901,24.76983070373535,13493900,72.1651288577792,72.72742879453469,0.137372146682754,-0.01825264484829701,43.99484877670152,46.21673759697206,43.99484877670152,45.98139953613281,9468600,63.656030096275416,69.95392464051992,0.6989017726548141,0.4403152945599062,6.0304999351501465,6.0355000495910645,5.875500202178955,6.005000114440918,135700000,60.79028875461438,72.57367649119809,-0.024509502455492438,-0.0738724654230813,8.68323198593237,8.71789936129566,8.580882276564328,8.699740409851074,6205600,76.1312577560753,89.43502685149573,0.11734480839665373,0.07135474052202262,18.987937761432413,19.89651994358627,18.89566052877168,19.825536727905277,23279400,44.36856155822106,43.190714772637016,-0.7562029569900268,-0.811166836804476
198,1.3773330450057983,1.3933329582214355,1.2999999523162842,1.3480000495910645,18787500.0,74.19842272567941,39.159154250564605,-0.05289658689333754,-0.07326316112943351,7.9775085991093295,7.979314255621789,7.643771524703582,7.650993347167969,1185671200,43.13949667522244,53.15178077465881,-0.057548001559903916,-0.038807096290901816,53.38780731990196,53.70580281930956,51.72717040616676,52.4338264465332,13567606,47.058848434725896,56.64561470641998,-0.7907641682429869,-1.090536488542371,40.14945401297916,40.16700657685645,39.1136786249284,39.18389892578125,83577000,48.4926489848597,65.63991457663033,-0.09646307345014549,-0.2240024914360518,0.2480715562695035,0.248300810957391,0.2354616191725333,0.2377543300390243,624940000,46.58626739010873,52.03047523276987,-0.00904332773420552,-0.011053088606691972,24.785898890089435,25.010859063417968,24.568971695157277,24.66538429260254,8884400,66.50024867738064,74.26172953773015,0.15895920507767158,0.01718972513689671,46.36901533921618,47.102727809567824,45.81527595731171,46.28595733642578,11432400,69.25062471983489,74.55431795201156,0.7874512091774548,0.509742477483416,6.031000137329102,6.0625,5.86299991607666,5.871500015258789,100234000,42.34167107922521,64.87077143449315,-0.029163480673971343,-0.06493066847325932,8.668376616223082,8.714599583578716,8.559423513444713,8.603995323181152,6376800,54.14996928824071,79.57738385226335,0.1127616703169032,0.07963612648099874,19.71906585599693,19.882326331450688,19.413838925605383,19.4990177154541,17161300,37.42529205386615,44.04767997816249,-0.7375394196601235,-0.7964413533756056
199,1.3666670322418213,1.4166669845581057,1.3580000400543213,1.399999976158142,14367000.0,72.91665771166262,46.915168114319506,-0.04398377773783935,-0.06740728445111469,7.754520505334157,7.824337664022872,7.683198230070961,7.794846057891846,645318800,66.77527044180752,61.78453111104025,-0.03921215653315002,-0.03888810833935146,53.28181287312872,54.023798626065,52.89315232995873,53.74113845825195,13417118,50.0,66.87299133443082,-0.6332841404560909,-0.999086018925115,39.736904860442266,40.360124780596976,39.7105726619268,40.1757926940918,82890300,55.23780453103902,72.14461328759118,-0.01748948276386386,-0.18269988970161422,0.2402763741257972,0.244174005294404,0.2389007637115318,0.2416520118713379,462612000,41.66675218470075,52.03053062382569,-0.008456726971884987,-0.010533816279730577,24.97871927276813,25.067097347786447,24.62520850512092,24.90641021728516,9202600,69.54559188518398,85.07806993750917,0.1932877809449245,0.052409336298502265,46.65972130693433,47.49725604949472,46.00214904132479,47.0681037902832,15905800,62.76901212120185,76.85937347392917,0.9102471946903421,0.5898434209248012,5.935500144958496,6.043499946594238,5.901000022888184,6.003499984741211,300068000,35.18212966179304,66.03308822912348,-0.021947500451402036,-0.05633403486888786,8.630405523015117,8.767422595587883,8.630405523015117,8.722850799560547,9219600,59.72169845383572,81.32030572641654,0.11736720788221433,0.08718234276124186,19.669377879563047,20.20884854662661,19.669377879563047,20.031391143798828,26142700,44.41489019588225,52.65951998338227,-0.6720434469022472,-0.771561772080934
200,1.4126670360565186,1.4373329877853394,1.4040000438690186,1.4193329811096191,9804000.0,65.01024941033957,57.98317318857011,-0.03495733395620193,-0.06091729435213214,7.736759310602493,7.835767457961258,7.71238335172011,7.822525978088379,533388800,66.75955760048205,64.73915166488274,-0.022191519000405613,-0.03554879047156229,53.741151872315,56.00244502895773,53.10516071113496,55.507789611816406,23523583,62.08540457288762,76.2178422485593,-0.3617560022708375,-0.8716200155942595,39.903687576196816,40.4654635596506,39.833467252489584,40.43035507202149,81056100,55.86842199223679,74.42157612265761,0.06489069373702705,-0.13318177301388595,0.2414225878120703,0.2416518697452347,0.2352322762604825,0.2375249862670898,817604000,35.74472004133035,51.37837107908086,-0.008229987938817324,-0.010073050611547927,24.906418579747005,25.107276794099803,24.69752585292891,24.84214401245117,5746700,64.28595653471504,81.79643748015637,0.2128540302451043,0.08449827508782268,46.72203908262334,48.20330034365956,46.60437002938723,47.97488021850586,8865900,69.84253046496838,82.44980488980582,1.068417129811472,0.6855581627021354,5.296500205993652,5.964000225067139,5.289999961853027,5.94350004196167,848422000,32.86930533725621,67.50630492248952,-0.020830160949450338,-0.04923326008500036,8.74100952995864,8.790533536612894,8.603992460825564,8.71789836883545,7092800,63.00327155608412,80.89871282602427,0.11924295129711204,0.0935944644684159,19.9746050001256,20.130768382442763,19.804246054418964,20.05268669128418,18979200,49.56278750579705,54.446405398643996,-0.6113715334389589,-0.7395237243525391
203,1.4333330392837524,1.4333330392837524,1.3533329963684082,1.3966670036315918,13833000.0,60.35162825654802,73.40429634505095,-0.029295071829733565,-0.054592849847652426,7.824336133337892,7.827345562312115,7.755422218792782,7.802669048309326,420551600,68.74153307958488,62.36380492686229,-0.01018739545712144,-0.03047651146867412,56.21443353069405,57.09774939471331,55.47244213007527,57.02708435058594,16891259,67.87146539594723,78.32900910287161,-0.023700404847545542,-0.7020360934449167,40.48303175342125,40.78147575368483,40.29869958078933,40.763919830322266,64850900,59.13027047964553,75.263008018042,0.15530322648694295,-0.07548477311372018,0.2368371754153605,0.2427982325567461,0.2331688283543139,0.2418811321258545,683548000,46.18823050062621,55.03679649704693,-0.007611055545956147,-0.009580651598429572,24.777863292054843,25.300094213200914,24.777863292054843,25.284025192260746,5479000,64.11516678442166,81.61794013167645,0.2610078065164352,0.11980018137354519,48.04410103229221,48.50785925188487,47.81568091306539,48.445560455322266,8878400,73.96085210969164,82.50823226315325,1.2177108912642467,0.7919887084145578,5.913000106811523,5.929999828338623,5.74399995803833,5.920000076293945,222756000,34.95065757225687,65.25238706337748,-0.021592012892075907,-0.04370501064641547,8.68653356803965,8.858217396372952,8.666724089303338,8.721200942993164,4636800,47.11977907972065,79.51793212549555,0.11961711001598552,0.09879899357792983,20.045581309446863,20.63473963424616,20.038482853257463,20.577953338623047,16149800,57.907485631460595,64.15087817461725,-0.5149677486479334,-0.6946125292116181
204,1.3940000534057615,1.4119999408721924,1.3506669998168943,1.3700000047683716,9295500.0,49.05659670052512,72.77088914128967,-0.026652261562133628,-0.04900473219054867,7.850517151900217,7.968784888821201,7.833363809876671,7.947117805480957,584771600,79.37085979693805,57.15054015655158,0.010856618095691495,-0.022209885555801,57.5924148068659,58.54640141404913,56.885758685788105,57.168418884277344,14594265,94.5354475553644,74.22360810742849,0.25270260898194863,-0.5110883529595437,40.93946490696835,41.00968858187868,40.562021025448125,40.74635314941406,67655600,80.95172809838041,69.6482249494261,0.22296808840959415,-0.015794200809057315,0.2425690759921715,0.2430276127789899,0.2368372978287565,0.2398178279399871,683472000,62.42419897594011,47.68400086493007,-0.007203995394912371,-0.009105320357726132,25.332236536797687,25.48488766425222,24.60914579653329,24.72966194152832,11856600,59.821650947545386,67.71318995137494,0.2515379667102877,0.14614773844089368,48.57705428013057,48.57705428013057,47.13039945364133,47.8848762512207,11948000,88.19208231640208,75.17119082629803,1.2760749457360774,0.8888059558788617,5.921500205993652,5.925000190734863,5.753499984741211,5.856500148773193,155922000,43.10346495198744,57.3296355141776,-0.02700836389844241,-0.04036568129682086,8.653517372646528,8.914344800564008,8.653517372646528,8.881328582763672,9195200,73.33319740189715,77.88093351287156,0.1313208112159856,0.10530335710554099,20.74831905732509,20.84769612280664,20.258537604014165,20.28693008422852,14851100,72.34046723750973,55.11664323735521,-0.4567846697616744,-0.6470469573216294
205,1.3700000047683716,1.3933329582214355,1.3673330545425415,1.3813329935073853,7008000.0,33.78727210892973,68.23266496666434,-0.023373898158911777,-0.04387856538422129,7.934779544588673,8.00459668413605,7.831859492510337,7.853225231170654,519985200,83.52266212443342,53.554609888992765,0.019730365030027563,-0.013821835438635289,56.8857566165804,57.16841680478792,56.355765951264026,56.70909118652344,10950399,87.83060622470826,69.42673012989148,0.4297363492385742,-0.3229234125199201,40.702473141752094,40.88680865091848,40.27236476674669,40.42158508300781,51988200,69.85047829820797,64.47564575143836,0.24753349814097447,0.03687133898094905,0.2359201105326229,0.2400469942872211,0.2315639448295011,0.232251763343811,1320808000,39.490354101069954,47.554324837599935,-0.007406537519061229,-0.008765563789993151,24.73769238527021,24.84213795700664,24.223494439816324,24.368112564086918,7981800,38.91390028456079,57.33641509211516,0.21241050123481386,0.15940029099967773,47.552630964325886,48.34863679544304,47.552630964325886,48.2586555480957,7609900,87.61431979458882,74.40011455797142,1.3370767563039152,0.9784601159638724,5.849999904632568,5.909999847412109,5.820000171661377,5.856500148773193,109446000,33.29368193302277,52.02673856535941,-0.03094415612396073,-0.03848137626224884,8.83675821489973,8.863171067472939,8.742662388249416,8.760821342468262,6512000,54.80774571996756,67.5126610799234,0.1293807310361128,0.11011883189165536,20.286931195095843,20.549568759395815,19.87523005524994,19.932016372680664,13917900,63.46688640882786,49.40982318484772,-0.43430631805390263,-0.6044988294680841
206,1.3846670389175415,1.3919999599456787,1.3333330154418943,1.3566670417785645,9240000.0,51.02904036687527,65.94602818232272,-0.022506664882232075,-0.039604185283823444,7.8457024596988605,7.904083773008183,7.706971403970497,7.767458915710449,643806800,65.96533697094225,48.18902575758152,0.01961612603839402,-0.007134243143229428,57.06241989135742,57.38041540350727,56.32042848805634,57.06241989135742,14561213,86.22745509767896,69.23080649670987,0.5917264828823647,-0.13999343343946313,40.65858230041764,40.73758227095204,39.71936228875832,40.123138427734375,85669500,57.14275859880608,58.63695530899398,0.24015129681877312,0.07752733054851386,0.21551496890224,0.2201003894111288,0.207949019596321,0.2093246430158615,2664476000,15.584467105507628,36.8534098465045,-0.009309763454238645,-0.00887440372284225,24.496656760352217,24.80999494522208,24.135113054523732,24.456485748291016,5540300,41.55816527564961,55.529382323516394,0.18638415977333622,0.16479706475440944,48.34171372491369,48.65319702399303,47.21346537541633,48.03715896606445,7671300,78.3935181819044,69.55844289578269,1.3519636126687686,1.0531608153048517,5.899499893188477,5.94350004196167,5.776000022888184,5.8429999351501465,123516000,30.98589972766561,49.077491748826496,-0.03475205418369587,-0.03773551184653825,8.795489666649761,8.831807581583659,8.640314208742348,8.666727066040039,8449200,47.23776876636776,58.843104470656996,0.11888020478654049,0.11187110647063239,20.06688421221012,20.24434162189597,19.71196939283842,19.910720825195312,15504300,52.054919318845755,48.205141867100764,-0.41344450420129775,-0.5662879644147268
207,1.3466670513153076,1.3626669645309448,1.303333044052124,1.329332947731018,6403500.0,44.92738881564242,65.5209052183194,-0.02375121993270346,-0.036433592213599444,7.700650056215184,7.815305651800385,7.67085631594383,7.741576671600342,448210000,58.36597363820127,49.950124216702,0.017238396517209154,-0.0022597152111417116,56.24974974308405,57.38040142752824,56.21442004192494,56.95640563964844,12546935,89.99972334104154,69.00946189870587,0.7034415306677246,0.02869355938197443,39.789586362357,40.456694626826,39.56136273482446,40.21091842651367,98958100,72.24351061913708,58.43930895842051,0.2386331470037888,0.10974849383956886,0.2077198035714337,0.2143686677154671,0.2045100056744209,0.2107003331184387,984288000,20.792241993684186,35.033226000209865,-0.010585059053910106,-0.009216534789055823,24.26366138178528,24.649308602381595,24.05476875418915,24.464519500732425,4893200,44.29196915708849,54.89263645521833,0.1645099846376077,0.1647396487310491,47.33807133693301,48.62552333818114,47.33807133693301,48.27943420410156,7218100,78.01528092586199,72.72366139653134,1.3675469110012415,1.1160380344441296,5.776500225067139,5.936999797821045,5.725500106811523,5.894499778747559,141550000,53.34299021374511,46.04103876878101,-0.03323116566222861,-0.036834642609676324,8.653519390939389,8.684885088544638,8.585836412042134,8.633709907531738,5814000,52.77780749521252,53.37946957340998,0.10666468918537042,0.11082982301358,19.697769238380516,20.272730772194727,19.612589100015413,20.237239837646484,14837700,67.80833452196359,51.59746438585015,-0.3663410592585521,-0.5262985833834919
