Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_20,EMA_50,MACD,MACD_signal,MACD_hist,RSI_14,BB_upper,BB_middle,BB_lower,ATR_14,MFI_14,slowk,slowd
2004-03-15,0.1759169995784759,0.1766670048236847,0.1719170063734054,0.1729999929666519,421224000,0.18561675101518627,0.1924917012453079,0.18331483570075266,0.1924917012453079,-0.005696331707610164,-0.0048355200213859775,-0.0008608116862241864,36.82691363258499,0.20184145050217844,0.18561675101518627,0.1693920515281941,0.006632356885330345,39.19240071337772,10.47689676887196,8.915862032483377
2004-03-16,0.1751669943332672,0.1812500059604644,0.1739999949932098,0.180417001247406,597504000,0.18482095077633853,0.19225338131189343,0.1830388514671006,0.19201818359833137,-0.005225467919338339,-0.00491350960097645,-0.00031195831836188914,45.98925154006196,0.200414139565286,0.18482095077633853,0.16922776198739106,0.0067479037502219275,38.40650747784869,24.499956857922438,15.015051462619423
2004-03-17,0.1833329945802688,0.1865829974412918,0.1825830042362213,0.1848330050706863,524592000,0.18424595072865482,0.19197838127613065,0.18320972323887066,0.1917364118913649,-0.0044447342426889025,-0.00481975452931894,0.00037502028663003763,50.5846332610073,0.19891972264465899,0.18424595072865482,0.16957217881265066,0.006706338924769348,39.949631650927124,41.20513863001963,25.393997418938017
2004-03-18,0.1838330030441284,0.1891669929027557,0.1833329945802688,0.1869170069694519,528048000,0.18377930074930188,0.19158338129520414,0.1835627978798784,0.19154741561991734,-0.0036161509058946495,-0.004579033804634082,0.0009628828987394327,52.63283233974031,0.19745614140987203,0.18377930074930188,0.17010246008873173,0.006644028881749174,48.1645564177894,67.35953453102827,44.35487667299012
2004-03-19,0.1859170049428939,0.1878329962491989,0.1836670041084289,0.1847500056028366,452964000,0.18295845091342922,0.1911083814501762,0.1836758652820649,0.1912808505212083,-0.0030986324358753536,-0.004282953530882336,0.0011843210950069826,50.29825215200934,0.19409769743375566,0.18295845091342922,0.17181920439310278,0.0064670262573935195,40.98022673236147,76.16779973350101,61.57749096484965
2004-03-22,0.1819169968366623,0.1847500056028366,0.1791670024394989,0.1833329945802688,576708000,0.18241675049066539,0.19059004127979276,0.18364321092951288,0.19096916989607343,-0.0027708951128926906,-0.003980541847284407,0.0012096467343917167,48.77474060809825,0.19230668396391967,0.18241675049066539,0.1725268170174111,0.006403881750675247,42.555903722915744,74.08518515297747,72.53750647250227
2004-03-23,0.1858330070972442,0.1878329962491989,0.181999996304512,0.1840829998254776,576036000,0.18230005055665965,0.1900267013907432,0.18368509558627144,0.19069912401095201,-0.0024227142264606483,-0.0036689763231196556,0.0012462620966590073,49.64413861546661,0.1920525471160009,0.18230005055665965,0.17254755399731841,0.006363104478818937,51.16293576870259,69.55645252910735,73.26981247186195
2004-03-24,0.1837500035762787,0.1954170018434524,0.1833329945802688,0.1923329979181289,787344000,0.1825417004525661,0.1895800212025642,0.18450870533216263,0.19076319749750797,-0.0014641941487714971,-0.003228019888250024,0.0017638257394785267,58.07354267912085,0.19301078456532994,0.1825417004525661,0.17207261633980225,0.0067717403919878415,53.961471018065055,74.52794110631045,72.7231929294651
2004-03-25,0.1944999992847442,0.2045000046491623,0.1941670030355453,0.2035000026226043,997128000,0.18327920064330097,0.1895783612132072,0.1863174003122047,0.19126268005143332,0.00019428428337925352,-0.0025435590539241684,0.002737843337303422,66.29743373479928,0.19697473233473675,0.18327920064330097,0.1695836689518652,0.007157116559062523,58.336927356370715,84.77834612399714,76.287579919805
2004-03-26,0.202916994690895,0.2060829997062683,0.2001670002937317,0.202916994690895,551604000,0.184154200553894,0.18959504097700117,0.18789831406255617,0.19171971199807888,0.0014449401512427185,-0.0017458592128907911,0.0031907993641335096,65.57425607566219,0.20030101589751717,0.184154200553894,0.16800738521027084,0.007068465334310672,64.9784153702733,91.51364875411058,83.60664532813941
2004-03-29,0.2058330029249191,0.2144169956445694,0.2054170072078704,0.211667001247406,985764000,0.18532920032739636,0.18978004097938533,0.19016199855635138,0.1925019586353074,0.0031063384037777475,-0.0007754196895570835,0.003881758093334831,70.73402122761662,0.20541321056235756,0.18532920032739636,0.16524519009243516,0.007385003592836653,72.26504615106528,93.73126435509197,90.00775307773326
